6.925302505493164062e+00,1.271073520183563232e-01
7.634936332702636719e+00,1.709463149309158325e-01
6.081333160400390625e+00,2.239755541086196899e-01
4.998885631561279297e+00,2.628717124462127686e-01
4.266684532165527344e+00,2.927286326885223389e-01
3.743003368377685547e+00,3.133645653724670410e-01
3.377601861953735352e+00,3.310382068157196045e-01
3.096903324127197266e+00,3.471387028694152832e-01
2.872156143188476562e+00,3.591841459274291992e-01
2.698001384735107422e+00,3.681312501430511475e-01
2.570608139038085938e+00,3.757779598236083984e-01
2.458292007446289062e+00,3.833828270435333252e-01
2.373326063156127930e+00,3.916675448417663574e-01
2.262645721435546875e+00,4.027417898178100586e-01
2.163609981536865234e+00,4.125769436359405518e-01
2.079321861267089844e+00,4.202813804149627686e-01
2.008974790573120117e+00,4.261865615844726562e-01
1.950556993484497070e+00,4.317541420459747314e-01
1.893142938613891602e+00,4.374656677246093750e-01
1.846452713012695312e+00,4.422595202922821045e-01
1.807153940200805664e+00,4.459916353225708008e-01
1.769751191139221191e+00,4.498051404953002930e-01
1.732380390167236328e+00,4.528880715370178223e-01
1.696500539779663086e+00,4.554773867130279541e-01
1.660833001136779785e+00,4.587714076042175293e-01
1.628095984458923340e+00,4.617691636085510254e-01
1.601601123809814453e+00,4.634370803833007812e-01
1.573830485343933105e+00,4.658189415931701660e-01
1.546893954277038574e+00,4.680985510349273682e-01
1.521258831024169922e+00,4.702461659908294678e-01
1.497926115989685059e+00,4.718252122402191162e-01
1.475464582443237305e+00,4.736715257167816162e-01
1.458131909370422363e+00,4.746747612953186035e-01
1.439264059066772461e+00,4.759864509105682373e-01
1.422028303146362305e+00,4.768198430538177490e-01
1.404758095741271973e+00,4.781893193721771240e-01
1.385937213897705078e+00,4.797078073024749756e-01
1.366397500038146973e+00,4.817994832992553711e-01
1.347920536994934082e+00,4.838506877422332764e-01
1.331060767173767090e+00,4.856174290180206299e-01
1.314323067665100098e+00,4.877139627933502197e-01
1.301616430282592773e+00,4.889147579669952393e-01
1.287656426429748535e+00,4.902733564376831055e-01
1.273222684860229492e+00,4.920041859149932861e-01
1.259796261787414551e+00,4.935062229633331299e-01
1.248188018798828125e+00,4.945831000804901123e-01
1.236812353134155273e+00,4.955717325210571289e-01
1.224251151084899902e+00,4.972292184829711914e-01
1.213453173637390137e+00,4.985450208187103271e-01
1.204295873641967773e+00,4.997937083244323730e-01
1.192159891128540039e+00,5.012699961662292480e-01
1.181565999984741211e+00,5.025498270988464355e-01
1.171147346496582031e+00,5.035207867622375488e-01
1.160983443260192871e+00,5.046445727348327637e-01
1.151010036468505859e+00,5.059869289398193359e-01
1.140672087669372559e+00,5.072420835494995117e-01
1.130577921867370605e+00,5.086265206336975098e-01
1.122476816177368164e+00,5.097948312759399414e-01
1.113825321197509766e+00,5.108382701873779297e-01
1.105049133300781250e+00,5.119886398315429688e-01
1.097035169601440430e+00,5.130496025085449219e-01
1.089247107505798340e+00,5.140303969383239746e-01
1.081127405166625977e+00,5.151196122169494629e-01
1.073170900344848633e+00,5.162361264228820801e-01
1.065819859504699707e+00,5.173583626747131348e-01
1.057565212249755859e+00,5.185186266899108887e-01
1.050151348114013672e+00,5.195597410202026367e-01
1.044129252433776855e+00,5.203658342361450195e-01
1.037623882293701172e+00,5.213248133659362793e-01
1.031111001968383789e+00,5.221906900405883789e-01
1.024567842483520508e+00,5.230643153190612793e-01
1.018784761428833008e+00,5.237665772438049316e-01
1.012701630592346191e+00,5.244389772415161133e-01
1.006789445877075195e+00,5.252407193183898926e-01
1.000352978706359863e+00,5.262352228164672852e-01
9.949187636375427246e-01,5.270161628723144531e-01
9.893087744712829590e-01,5.278404355049133301e-01
9.842302203178405762e-01,5.285666584968566895e-01
9.792230129241943359e-01,5.293404459953308105e-01
9.736518859863281250e-01,5.301407575607299805e-01
9.686589241027832031e-01,5.309222340583801270e-01
9.640429019927978516e-01,5.316525697708129883e-01
9.589744806289672852e-01,5.324201583862304688e-01
9.538516998291015625e-01,5.331959724426269531e-01
9.489799737930297852e-01,5.339335203170776367e-01
9.442608356475830078e-01,5.346298217773437500e-01
9.396883249282836914e-01,5.352677106857299805e-01
9.352195262908935547e-01,5.359159111976623535e-01
9.307538270950317383e-01,5.365627408027648926e-01
9.268321990966796875e-01,5.371370911598205566e-01
9.227337241172790527e-01,5.377979278564453125e-01
9.190297126770019531e-01,5.383020043373107910e-01
9.150967597961425781e-01,5.388867259025573730e-01
9.108766913414001465e-01,5.395730733871459961e-01
9.064337611198425293e-01,5.402733683586120605e-01
9.026850461959838867e-01,5.407816767692565918e-01
8.987050652503967285e-01,5.414367914199829102e-01
8.953145146369934082e-01,5.419154167175292969e-01
8.923055529594421387e-01,5.423994064331054688e-01
8.889394402503967285e-01,5.427702665328979492e-01
